CD_MUN;Município;value;YEAR;AET;NDVI;NPP;SOIL;TMIN;TMMX;PR
3506201;Bento de Abreu (SP);85000;2006;676;5210;6557;189;166;292;103
3506300;Bernardino de Campos (SP);70000;2006;728;5320;10130;238;147;274;100
3506409;Bilac (SP);90913;2006;675;5170;6521;197;162;289;104
3506508;Birigui (SP);80000;2006;676;5060;6516;206;165;292;104
3506706;Boa Esperança do Sul (SP);75000;2006;665;5723;9417;282;159;279;108
3506805;Bocaina (SP);90000;2006;660;5747;9082;267;156;277;105
3507001;Boituva (SP);109368;2006;635;5056;10912;186;145;257;95
3507209;Borá (SP);80000;2006;681;5421;7779;154;158;284;96
3507308;Boracéia (SP);100000;2006;654;4796;7879;241;159;284;96
3507407;Borborema (SP);80000;2006;674;5034;8012;266;164;290;103
3507456;Borebi (SP);70000;2006;674;6488;12726;264;145;272;96
3507506;Botucatu (SP);70000;2006;686;5572;12346;274;143;265;103
3507605;Bragança Paulista (SP);49000;2006;688;5843;12246;331;130;242;117
3507704;Braúna (SP);70000;2006;668;5165;6809;205;160;287;103
3507753;Brejo Alegre (SP);100000;2006;676;4408;6574;217;167;295;102
3507803;Brodowski (SP);65000;2006;721;5340;8805;381;158;276;132
3507902;Brotas (SP);90000;2006;662;5870;10543;295;147;261;112
3508108;Buritama (SP);104390;2006;674;4942;6602;218;168;296;103
3508207;Buritizal (SP);85000;2006;692;5463;9849;388;160;270;133
3508306;Cabrália Paulista (SP);70000;2006;687;5669;10015;238;151;280;98
3508405;Cabreúva (SP);80000;2006;663;6717;15100;305;132;240;111
3508504;Caçapava (SP);90000;2006;694;5907;13650;345;148;253;111
3508702;Caconde (SP);80000;2006;723;6037;12368;540;138;259;134
3508801;Cafelândia (SP);100000;2006;677;5178;8046;252;159;286;101
3508900;Caiabu (SP);75000;2006;682;5406;6135;133;174;298;95
3509106;Caiuá (SP);61000;2006;704;5143;5212;151;177;300;95
3509304;Cajobi (SP);90000;2006;687;5636;8750;385;169;295;116
3509403;Cajuru (SP);80000;2006;726;5837;10165;418;153;272;128
3509452;Campina do Monte Alegre (SP);;2006;688;5605;12643;259;143;258;92
3509502;Campinas (SP);89456;2006;667;4982;11163;279;147;263;109
3509809;Campos Novos Paulista (SP);100000;2006;667;5151;8236;197;152;279;89
3510005;Cândido Mota (SP);82000;2006;659;4880;7214;143;160;285;87
3510104;Cândido Rodrigues (SP);100000;2006;668;5362;8306;329;164;287;112
3510153;Canitar (SP);60000;2006;720;4921;8035;204;154;280;99
3510302;Capela do Alto (SP);100000;2006;639;5280;11677;183;143;252;90
3510401;Capivari (SP);75001;2006;628;5348;9424;166;149;264;99
3510708;Cardoso (SP);;2006;680;4807;7051;321;174;303;105
3510807;Casa Branca (SP);100000;2006;707;5639;10209;431;153;275;114
3510906;Cássia dos Coqueiros (SP);70000;2006;715;5940;11183;462;143;257;131
3511003;Castilho (SP);90000;2006;729;5346;5692;238;181;303;103
3511102;Catanduva (SP);80000;2006;685;5206;8266;331;167;292;110
3511201;Catiguá (SP);75000;2006;681;5112;8158;333;167;293;110
3511300;Cedral (SP);100000;2006;675;5400;7671;332;167;294;108
3511409;Cerqueira César (SP);100000;2006;695;5112;10708;242;143;271;92
3511508;Cerquilho (SP);90000;2006;633;5123;10473;184;148;262;95
3511607;Cesário Lange (SP);90000;2006;643;4981;10880;189;146;261;95
3511706;Charqueada (SP);75000;2006;655;5356;9066;252;152;268;110
3511904;Clementina (SP);79053;2006;672;5210;6746;191;161;288;103
3512001;Colina (SP);80000;2006;683;5422;8740;421;168;292;117
3512100;Colômbia (SP);82000;2006;731;5069;8116;471;171;300;121
3512209;Conchal (SP);81176;2006;672;5432;9912;333;149;268;112
3512308;Conchas (SP);70000;2006;657;5767;11921;209;153;270;97
3512407;Cordeirópolis (SP);60000;2006;643;5323;9152;260;147;264;108
3512506;Coroados (SP);100000;2006;672;4990;6844;212;163;290;103
3512704;Corumbataí (SP);100000;2006;659;6010;10140;282;150;265;113
3512803;Cosmópolis (SP);74497;2006;652;5213;9416;282;149;267;107
3512902;Cosmorama (SP);100000;2006;679;5322;7302;298;171;300;107
3513108;Cravinhos (SP);80000;2006;725;5175;8655;346;156;280;126
3513207;Cristais Paulista (SP);90000;2006;705;5737;11096;384;156;255;135
3513306;Cruzália (SP);100000;2006;685;4444;6641;159;167;290;94
3513405;Cruzeiro (SP);39762;2006;775;6525;15707;585;135;259;135
3513702;Descalvado (SP);85000;2006;692;5754;9142;321;155;271;117
3513850;Dirce Reis (SP);;2006;678;5358;6350;213;170;298;105
3514007;Dobrada (SP);95000;2006;657;5111;8356;305;159;279;114
3514106;Dois Córregos (SP);80000;2006;666;5130;9184;268;148;266;108
3514205;Dolcinópolis (SP);;2006;680;5158;6215;280;169;297;107
3514304;Dourado (SP);85000;2006;665;5904;10030;287;154;272;109
3514403;Dracena (SP);110000;2006;702;5262;5286;166;173;297;99
3514502;Duartina (SP);85000;2006;684;5525;9455;236;151;280;99
3514601;Dumont (SP);90000;2006;697;5069;8178;334;160;283;123
3514700;Echaporã (SP);78000;2006;665;5587;8695;180;152;279;91
3514908;Elias Fausto (SP);90000;2006;639;5261;9786;190;149;263;100
3514924;Elisiário (SP);90000;2006;673;5569;8283;314;168;293;107
3514957;Embaúba (SP);85000;2006;687;5517;8531;372;169;294;115
3515129;Emilianópolis (SP);120000;2006;691;5209;5386;141;175;299;96
3515152;Engenheiro Coelho (SP);95000;2006;660;5571;9484;309;147;265;110
3515186;Espírito Santo do Pinhal (SP);80000;2006;727;6264;10591;401;140;262;129
3515194;Espírito Santo do Turvo (SP);75000;2006;706;4971;9231;243;152;280;101
3515202;Estrela d'Oeste (SP);80000;2006;680;5401;6404;264;168;296;106
3515301;Estrela do Norte (SP);70000;2006;691;5483;5963;126;172;295;90
3515350;Euclides da Cunha Paulista (SP);70000;2006;728;5055;5482;158;166;295;90
3515509;Fernandópolis (SP);80000;2006;682;5192;6934;274;169;297;106
3515608;Fernando Prestes (SP);100000;2006;669;5476;8477;329;165;288;111
3515806;Flora Rica (SP);100000;2006;691;5160;5537;153;173;297;98
3515905;Floreal (SP);180000;2006;675;5312;7037;232;168;297;107
3516002;Flórida Paulista (SP);90000;2006;681;5258;5734;168;169;294;99
3516101;Florínea (SP);100000;2006;666;4549;7099;153;165;289;90
3516200;Franca (SP);80000;2006;718;5349;10929;391;157;252;136
3516507;Gabriel Monteiro (SP);84717;2006;677;5191;6629;191;162;289;104
3516804;Gastão Vidigal (SP);125000;2006;673;5266;7146;220;169;297;106
3516853;Gavião Peixoto (SP);75000;2006;665;5693;9164;289;159;279;111
3516903;General Salgado (SP);96410;2006;675;5416;6524;212;169;297;106
3517000;Getulina (SP);80000;2006;650;5096;7346;189;158;286;98
3517109;Glicério (SP);85000;2006;673;4664;6742;220;164;292;102
3517208;Guaiçara (SP);76000;2006;682;5094;7395;260;160;288;101
3517307;Guaimbê (SP);100000;2006;661;5142;7341;202;156;283;100
3517406;Guaíra (SP);95000;2006;715;4750;7935;457;170;296;122
3517505;Guapiaçu (SP);90000;2006;684;5221;7713;371;169;297;113
3517703;Guará (SP);80000;2006;692;4746;8682;389;165;277;132
3517802;Guaraçaí (SP);90000;2006;692;5656;6004;201;172;296;101
3517901;Guaraci (SP);85000;2006;719;4706;7845;438;173;303;117
3518008;Guarani d'Oeste (SP);100000;2006;679;5078;6701;301;169;297;107
3518107;Guarantã (SP);75000;2006;670;5239;8197;226;156;284;100
3518206;Guararapes (SP);90000;2006;677;5300;6591;192;166;292;104
3518503;Guareí (SP);76000;2006;669;5723;13366;224;140;256;96
3518602;Guariba (SP);80000;2006;663;5004;8110;323;160;281;116
3518859;Guatapará (SP);80000;2006;691;5366;9134;319;159;281;119
3518909;Guzolândia (SP);100000;2006;677;5279;6332;199;170;297;106
3519006;Herculândia (SP);40000;2006;659;4874;6684;155;157;284;98
3519055;Holambra (SP);100000;2006;666;5538;9511;312;147;266;109
3519071;Hortolândia (SP);60000;2006;651;3927;9315;243;151;267;107
3519105;Iacanga (SP);85000;2006;659;5280;8419;232;161;287;96
3519204;Iacri (SP);70000;2006;688;5055;6610;169;161;288;102
3519253;Iaras (SP);;2006;684;5464;10571;263;145;274;95
3519303;Ibaté (SP);84000;2006;679;5549;9398;334;151;264;114
3519402;Ibirá (SP);110000;2006;667;5673;7792;311;169;295;106
3519501;Ibirarema (SP);78000;2006;671;4733;7210;159;155;282;87
3519600;Ibitinga (SP);100000;2006;664;5170;8397;256;162;287;100
3519808;Icém (SP);90000;2006;702;4854;7414;409;174;304;114
3519907;Iepê (SP);78000;2006;702;4863;7068;164;168;291;100
3520004;Igaraçu do Tietê (SP);85000;2006;677;5381;8658;251;153;277;103
3520103;Igarapava (SP);80000;2006;704;5221;10210;388;163;281;131
3520442;Ilha Solteira (SP);90000;2006;714;4391;5612;239;175;301;109
3520509;Indaiatuba (SP);120000;2006;658;5220;10688;240;148;261;106
3520608;Indiana (SP);;2006;681;5514;6363;129;174;297;95
3520707;Indiaporã (SP);;2006;681;4699;6621;323;172;301;107
3520806;Inúbia Paulista (SP);80000;2006;679;5734;6474;149;165;290;99
3520905;Ipaussu (SP);70000;2006;730;5455;9387;236;148;274;100
3521002;Iperó (SP);79463;2006;640;5837;12746;194;142;251;95
3521101;Ipeúna (SP);90000;2006;654;5818;10113;265;149;265;111
3521150;Ipiguá (SP);100000;2006;682;5352;7456;351;170;299;113
3521309;Ipuã (SP);90000;2006;695;4310;8190;410;168;287;128
3521408;Iracemápolis (SP);92169;2006;636;5466;9106;225;149;266;106
3521507;Irapuã (SP);70000;2006;658;5611;7837;273;166;293;102
3521606;Irapuru (SP);130000;2006;695;5220;5570;171;170;295;100
3521804;Itaí (SP);80000;2006;713;4890;10158;306;145;267;89
3521903;Itajobi (SP);70000;2006;669;5357;8225;292;165;291;105
3522000;Itaju (SP);81000;2006;656;5044;8473;245;161;285;98
3522307;Itapetininga (SP);80000;2006;670;5663;12619;226;139;250;91
3522406;Itapeva (SP);100000;2006;713;5911;13220;350;136;250;92
3522604;Itapira (SP);100000;2006;701;5895;11599;362;142;262;120
3522703;Itápolis (SP);80000;2006;667;5534;8289;283;164;288;106
3522901;Itapuí (SP);90000;2006;661;5039;8030;251;157;281;99
3523008;Itapura (SP);90000;2006;732;5135;5601;265;179;303;108
3523404;Itatiba (SP);;2006;670;5766;11268;303;135;247;113
3523503;Itatinga (SP);;2006;694;6042;14091;290;140;263;99
3523602;Itirapina (SP);67772;2006;660;5936;10996;291;143;255;114
3523701;Itirapuã (SP);;2006;719;6065;12529;414;151;253;135
3523800;Itobi (SP);80000;2006;727;5812;10415;471;146;267;122
3523909;Itu (SP);75000;2006;662;5763;12582;246;142;251;106
3524006;Itupeva (SP);70000;2006;661;5844;11675;281;141;253;108
3524105;Ituverava (SP);90000;2006;695;4776;8798;396;165;280;131
3524204;Jaborandi (SP);90000;2006;682;5185;8320;433;170;294;117
3524303;Jaboticabal (SP);80000;2006;672;4971;8239;354;163;285;117
3524709;Jaguariúna (SP);80000;2006;670;5350;9765;313;148;266;109
3524808;Jales (SP);;2006;679;5383;6333;245;168;296;105
3525102;Jardinópolis (SP);80000;2006;710;5327;8771;367;163;284;129
3525201;Jarinu (SP);75000;2006;670;6161;11980;319;133;243;113
3525300;Jaú (SP);80000;2006;663;5197;8458;261;152;274;104
3525409;Jeriquara (SP);90000;2006;689;5341;9639;380;157;258;134
3525607;João Ramalho (SP);70000;2006;697;5204;7215;149;163;288;98
3525706;José Bonifácio (SP);80000;2006;666;5091;7231;256;168;296;102
3525854;Jumirim (SP);80000;2006;634;5518;10877;182;151;266;95
3526001;Junqueirópolis (SP);85000;2006;695;5165;5610;170;172;296;99
3526407;Laranjal Paulista (SP);90000;2006;640;5451;11276;188;152;268;96
3526506;Lavínia (SP);75000;2006;681;5387;5937;200;169;295;102
3526704;Leme (SP);90000;2006;675;5446;9032;315;154;273;113
3526803;Lençóis Paulista (SP);72000;2006;674;5666;10679;265;146;272;99
3526902;Limeira (SP);70000;2006;641;5268;9166;250;150;268;106
3527009;Lindóia (SP);70000;2006;706;6003;12423;354;137;257;121
3527108;Lins (SP);74167;2006;683;5228;7742;262;159;286;101
3527256;Lourdes (SP);114000;2006;674;5359;6917;216;168;296;104
3527405;Lucélia (SP);87000;2006;672;5299;6073;160;167;292;99
3527504;Lucianópolis (SP);100000;2006;695;5403;9387;235;151;280;102
3527603;Luís Antônio (SP);90000;2006;713;5678;10078;330;157;279;121
3527702;Luiziânia (SP);90000;2006;657;5185;6779;181;161;288;100
3527900;Lutécia (SP);63000;2006;674;5348;7718;162;156;282;95
3528007;Macatuba (SP);90000;2006;668;5190;8602;249;153;278;100
3528106;Macaubal (SP);120000;2006;673;5287;7119;242;168;297;105
3528205;Macedônia (SP);;2006;672;5110;7055;300;171;299;106
3528304;Magda (SP);85000;2006;676;5546;6939;229;169;297;106
3528601;Manduri (SP);100000;2006;705;5259;10657;235;144;272;94
3528700;Marabá Paulista (SP);83000;2006;695;5233;5252;120;173;298;91
3528809;Maracaí (SP);81395;2006;687;4732;7081;156;164;289;95
3528858;Marapoama (SP);70000;2006;666;5388;8256;299;167;293;105
3528908;Mariápolis (SP);120000;2006;680;5141;5601;147;171;296;97
3529005;Marília (SP);;2006;660;5448;8474;180;153;280;97
3529203;Martinópolis (SP);90000;2006;687;5347;6494;134;170;294;96
3529302;Matão (SP);70000;2006;660;5521;8618;300;159;279;113
3529500;Mendonça (SP);90000;2006;657;5279;7549;263;167;295;101
3529609;Meridiano (SP);100000;2006;681;5405;7196;260;169;298;106
3529658;Mesópolis (SP);;2006;686;4941;5947;302;172;300;108
3529708;Miguelópolis (SP);100742;2006;716;4116;7957;434;168;292;128
3529807;Mineiros do Tietê (SP);80000;2006;671;4989;8871;260;148;269;106
3530003;Mira Estrela (SP);;2006;680;4488;6808;328;174;303;105
3530102;Mirandópolis (SP);78000;2006;685;5615;6039;202;170;295;102
3530201;Mirante do Paranapanema (SP);90000;2006;691;5155;5492;122;171;296;89
3530300;Mirassol (SP);80000;2006;672;5251;7628;306;167;295;107
3530409;Mirassolândia (SP);100000;2006;680;5257;7408;339;171;299;112
3530508;Mococa (SP);80000;2006;722;5856;10547;485;152;273;123
3530706;Mogi Guaçu (SP);80075;2006;692;5959;10673;373;149;270;116
3530805;Mogi Mirim (SP);90000;2006;679;5373;9668;349;146;265;113
3530904;Mombuca (SP);65000;2006;625;5225;9254;166;150;265;98
3531001;Monções (SP);83333;2006;673;5231;7025;231;169;297;105
3531209;Monte Alegre do Sul (SP);50000;2006;695;6501;12695;337;129;246;119
3531308;Monte Alto (SP);80000;2006;672;5456;8266;352;162;284;114
3531407;Monte Aprazível (SP);88000;2006;672;5281;7414;278;169;297;107
3531506;Monte Azul Paulista (SP);90000;2006;687;5704;8913;394;168;292;117
3531605;Monte Castelo (SP);85000;2006;693;5569;5711;186;176;299;95
3531803;Monte Mor (SP);80000;2006;640;5190;9866;205;150;265;102
3531902;Morro Agudo (SP);82000;2006;683;4828;8030;399;169;290;124
3532058;Motuca (SP);78298;2006;664;5169;8495;310;159;279;115
3532108;Murutinga do Sul (SP);80000;2006;700;5612;6141;210;173;297;103
3532157;Nantes (SP);85000;2006;692;4718;6686;156;169;292;97
3532207;Narandiba (SP);90000;2006;686;5545;6698;140;171;294;90
3532405;Nazaré Paulista (SP);45000;2006;667;7150;16219;367;127;232;119
3532504;Neves Paulista (SP);80000;2006;665;5301;7631;282;167;295;105
3532603;Nhandeara (SP);80000;2006;678;5266;7221;246;169;297;107
3532702;Nipoã (SP);80000;2006;665;5224;7314;266;169;297;104
3532801;Nova Aliança (SP);123333;2006;657;5353;7692;274;168;296;102
3532843;Nova Canaã Paulista (SP);;2006;686;5368;6036;209;171;299;107
3532868;Nova Castilho (SP);120000;2006;672;5097;6593;212;169;297;106
3532900;Nova Europa (SP);89410;2006;666;5488;8683;284;160;281;109
3533007;Nova Granada (SP);75000;2006;687;5293;7425;377;172;301;113
3533106;Nova Guataporanga (SP);95000;2006;698;5193;5315;189;174;296;97
3533205;Nova Independência (SP);110000;2006;701;5614;5780;197;176;299;98
3533254;Novais (SP);70000;2006;688;5378;8378;360;168;293;113
3533304;Nova Luzitânia (SP);85000;2006;673;5430;6871;214;170;298;105
3533403;Nova Odessa (SP);60000;2006;641;4814;9451;237;151;268;105
3533502;Novo Horizonte (SP);90000;2006;672;5062;8235;276;164;291;103
3533601;Nuporanga (SP);80000;2006;697;4865;9117;383;162;271;134
3533700;Ocauçu (SP);;2006;668;5692;8998;206;150;278;94
3533809;Óleo (SP);75000;2006;714;5337;10266;237;146;274;98
3533908;Olímpia (SP);90000;2006;692;5478;8246;402;170;297;116
3534005;Onda Verde (SP);85000;2006;686;5259;7501;379;170;299;114
3534104;Oriente (SP);;2006;652;5630;8636;159;154;281;96
3534203;Orindiúva (SP);80000;2006;699;5301;7627;387;174;304;113
3534302;Orlândia (SP);90000;2006;693;5116;8492;379;163;277;134
3534500;Oscar Bressane (SP);;2006;663;5413;8063;161;156;283;94
3534609;Osvaldo Cruz (SP);90000;2006;684;5561;6713;156;165;290;101
3534708;Ourinhos (SP);100000;2006;717;5047;8037;189;155;282;97
3534757;Ouroeste (SP);75000;2006;684;5204;6386;320;171;300;108
3534807;Ouro Verde (SP);80000;2006;703;5136;5301;177;176;299;98
3534906;Pacaembu (SP);120000;2006;690;5295;5577;171;170;295;100
3535002;Palestina (SP);100000;2006;684;5206;7445;351;173;303;110
3535101;Palmares Paulista (SP);70000;2006;684;5470;8099;351;167;291;112
3535200;Palmeira d'Oeste (SP);;2006;680;5439;6445;206;170;298;106
3535309;Palmital (SP);85000;2006;660;4784;7339;145;157;283;85
3535507;Paraguaçu Paulista (SP);80000;2006;690;5186;7511;157;160;285;96
3535705;Paraíso (SP);60000;2006;685;5531;8428;371;168;293;115
3535804;Paranapanema (SP);100000;2006;702;4991;11044;312;145;266;92
3535903;Paranapuã (SP);90000;2006;682;5250;6101;285;170;299;107
3536000;Parapuã (SP);70000;2006;696;5307;6684;152;164;290;100
3536208;Pariquera-Açu (SP);70000;2006;831;7293;17003;555;181;273;127
3536257;Parisi (SP);;2006;678;5200;7193;288;171;300;105
3536307;Patrocínio Paulista (SP);90000;2006;709;5752;10989;407;156;260;134
3536406;Paulicéia (SP);;2006;715;5366;5369;213;179;301;98
3536505;Paulínia (SP);70000;2006;655;4739;9755;278;150;268;108
3536570;Paulistânia (SP);70000;2006;687;5622;10887;244;150;279;98
3536604;Paulo de Faria (SP);85000;2006;702;5024;7518;379;173;304;113
3536703;Pederneiras (SP);80000;2006;656;5443;9002;238;156;282;95
3536802;Pedra Bela (SP);;2006;694;6354;13442;357;118;233;129
3536901;Pedranópolis (SP);75000;2006;675;5201;7185;290;171;300;105
3537008;Pedregulho (SP);80000;2006;702;5800;11575;378;156;262;133
3537107;Pedreira (SP);60000;2006;678;6003;11464;317;140;258;111
3537156;Pedrinhas Paulista (SP);100000;2006;678;4085;6646;160;168;291;92
3537305;Penápolis (SP);71429;2006;676;4881;7076;232;163;291;103
3537404;Pereira Barreto (SP);90000;2006;697;4693;5727;205;174;300;106
3537503;Pereiras (SP);72000;2006;649;5567;11784;193;149;265;96
3537701;Piacatu (SP);100015;2006;677;5431;6899;180;164;290;103
3538006;Pindamonhangaba (SP);70000;2006;721;6400;15170;391;142;255;124
3538105;Pindorama (SP);70000;2006;680;5418;8497;324;166;290;109
3538303;Piquerobi (SP);79830;2006;696;5157;5138;135;175;299;95
3538600;Piracaia (SP);30000;2006;685;6557;14442;386;126;234;123
3538709;Piracicaba (SP);80000;2006;645;5280;10059;220;153;270;103
3538808;Piraju (SP);100000;2006;722;5471;10702;236;147;273;95
3538907;Pirajuí (SP);70000;2006;669;5264;8530;239;156;284;99
3539004;Pirangi (SP);90000;2006;681;5364;8405;369;167;291;115
3539202;Pirapozinho (SP);70000;2006;691;5326;6017;130;172;295;90
3539301;Pirassununga (SP);85000;2006;687;5503;8890;327;158;277;114
3539400;Piratininga (SP);44690;2006;670;5775;9822;239;153;282;95
3539509;Pitangueiras (SP);85000;2006;678;5031;8173;383;167;289;120
3539608;Planalto (SP);90000;2006;670;5168;7356;243;168;296;103
3539707;Platina (SP);81000;2006;664;5136;7874;172;153;280;88
3539905;Poloni (SP);70000;2006;672;5451;7459;269;168;296;107
3540002;Pompéia (SP);80000;2006;647;5177;7622;151;156;283;96
3540101;Pongaí (SP);;2006;679;4925;7708;266;160;287;102
3540200;Pontal (SP);80000;2006;688;5153;8145;361;167;290;124
3540259;Pontalinda (SP);80000;2006;678;5310;6333;221;170;299;105
3540309;Pontes Gestal (SP);100000;2006;681;5141;7329;323;173;303;105
3540408;Populina (SP);100000;2006;686;5047;6122;313;172;300;109
3540507;Porangaba (SP);50000;2006;660;5606;12389;211;148;265;96
3540606;Porto Feliz (SP);70066;2006;639;5340;10827;182;147;259;98
